pārbaudījums nosaukums,Izglītības iestāde,Kopvērtējums,Kārtotāju skaits
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 88. vidusskola,47.35,109
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 89. vidusskola,50.70,45
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 9. vidusskola,19.56,6
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 92. vidusskola,41.08,47
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 93. vidusskola,48.08,48
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 95. vidusskola,60.64,81
Eksāmens matemātikā 9.klasei 9. klase,Rīgas 96. vidusskola,45.52,65
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Angļu ģimnāzija,60.31,86
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Anniņmuižas vidusskola,58.30,44
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Arkādijas vidusskola,37.27,62
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Austrumu pamatskola,59.87,20
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Baltmuižas pamatskola,42.51,33
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Bolderājas Jaunā pamatskola,37.21,21
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Centra daiļamatniecības pamatskola,39.48,28
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Centra humanitārā vidusskola,59.36,87
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Čiekurkalna pamatskola,55.18,13
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Daugavas pamatskola,49.33,1
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Daugavgrīvas vidusskola,59.33,30
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Doma kora skola,56.71,17
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Franču licejs,64.85,71
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Hanzas vidusskola,47.69,69
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Igauņu pamatskola,58.05,28
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Imantas vidusskola,48.10,68
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Itas Kozakēvičas Poļu vidusskola,58.22,21
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Juglas vidusskola,55.82,117
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Katoļu ģimnāzija,51.81,14
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Ķengaraga vidusskola,43.08,39
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Kultūru vidusskola,52.77,59
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Lietuviešu vidusskola,51.45,34
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Natālijas Draudziņas vidusskola ,44.53,78
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Ostvalda vidusskola,56.16,67
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Pārdaugavas pamatskola,35.89,35
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Pļavnieku pamatskola,29.07,50
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Purvciema vidusskola,55.40,96
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Raiņa vidusskola,27.74,31
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Reinholda Šmēlinga vidusskola,45.58,16
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Reinholda Šmēlinga vidusskolas struktūrvienība - Rīgas Centrālcietums,40.33,8
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Rīnūžu vidusskola,54.55,45
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Sergeja Žoltoka pamatskola,39.24,14
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Tālmācības vidusskola,34.80,70
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Teikas vidusskola,68.24,101
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Ukraiņu vidusskola,48.08,17
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valdorfskola,42.74,58
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valsts 1. ģimnāzija,95.29,117
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valsts 2. ģimnāzija,90.11,117
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valsts 3. ģimnāzija,87.01,59
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valsts klasiskā ģimnāzija,63.97,131
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Valsts vācu ģimnāzija,62.09,83
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Ziepniekkalna vidusskola,47.25,57
Eksāmens matemātikā 9.klasei 9. klase,Rīgas Zolitūdes ģimnāzija,59.24,95
Eksāmens matemātikā 9.klasei 9. klase,Robežnieku pamatskola,64.89,6
Eksāmens matemātikā 9.klasei 9. klase,Rojas vidusskola,44.89,33
Eksāmens matemātikā 9.klasei 9. klase,Ropažu vidusskola,51.58,35
Eksāmens matemātikā 9.klasei 9. klase,Rožupes pamatskola,56.22,6
Eksāmens matemātikā 9.klasei 9. klase,Rubas pamatskola,53.11,6
Eksāmens matemātikā 9.klasei 9. klase,Rubenes pamatskola,46.89,12
Eksāmens matemātikā 9.klasei 9. klase,Rubeņu pamatskola,60.00,6
Eksāmens matemātikā 9.klasei 9. klase,Rucavas pamatskola,47.56,6
Eksāmens matemātikā 9.klasei 9. klase,Rudzātu vidusskola,55.33,14
Eksāmens matemātikā 9.klasei 9. klase,Rugāju vidusskola,41.33,14
Eksāmens matemātikā 9.klasei 9. klase,Rūjienas vidusskola,54.25,29
Eksāmens matemātikā 9.klasei 9. klase,Rušonas pamatskola,53.60,5
Eksāmens matemātikā 9.klasei 9. klase,Š. Dubnova Rīgas Ebreju vidusskola,60.82,13
Eksāmens matemātikā 9.klasei 9. klase,Sabiles pamatskola,44.17,8
Eksāmens matemātikā 9.klasei 9. klase,Sakstagala Jāņa Klīdzēja pamatskola,60.33,8
Eksāmens matemātikā 9.klasei 9. klase,Salacgrīvas vidusskola,42.83,33
Eksāmens matemātikā 9.klasei 9. klase,Salas pamatskola,44.67,2
Eksāmens matemātikā 9.klasei 9. klase,Salas vidusskola,43.05,21
Eksāmens matemātikā 9.klasei 9. klase,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",52.69,93
Eksāmens matemātikā 9.klasei 9. klase,Salaspils pamatskola,39.95,54
Eksāmens matemātikā 9.klasei 9. klase,Saldus pamatskola,48.20,46
Eksāmens matemātikā 9.klasei 9. klase,Saldus vidusskola,45.31,59
Eksāmens matemātikā 9.klasei 9. klase,Salgales pamatskola,19.87,10
Eksāmens matemātikā 9.klasei 9. klase,Salienas vidusskola,69.20,10
Eksāmens matemātikā 9.klasei 9. klase,Salnavas pamatskola,55.00,4
Eksāmens matemātikā 9.klasei 9. klase,Saulkrastu novada vidusskola,51.76,51
Eksāmens matemātikā 9.klasei 9. klase,Seces pamatskola,30.10,7
Eksāmens matemātikā 9.klasei 9. klase,Sējas pamatskola,43.47,10
Eksāmens matemātikā 9.klasei 9. klase,Sesavas pamatskola,30.29,7
Eksāmens matemātikā 9.klasei 9. klase,Siguldas 1. pamatskola,46.43,46
Eksāmens matemātikā 9.klasei 9. klase,Siguldas pilsētas vidusskola,41.04,50
Eksāmens matemātikā 9.klasei 9. klase,Siguldas Valsts ģimnāzija,74.71,94
Eksāmens matemātikā 9.klasei 9. klase,Sikšņu pamatskola,45.87,5
Eksāmens matemātikā 9.klasei 9. klase,Silenes pamatskola,69.07,5
Eksāmens matemātikā 9.klasei 9. klase,Skaistkalnes vidusskola,68.33,16
Eksāmens matemātikā 9.klasei 9. klase,Šķibes pamatskola,43.88,11
Eksāmens matemātikā 9.klasei 9. klase,Skrundas vidusskola,47.33,34
Eksāmens matemātikā 9.klasei 9. klase,Skujenes pamatskola,50.00,4
Eksāmens matemātikā 9.klasei 9. klase,Smārdes pamatskola,53.61,19
Eksāmens matemātikā 9.klasei 9. klase,Smiltenes vidusskola,45.10,70
Eksāmens matemātikā 9.klasei 9. klase,"Sociālās korekcijas izglītības iestāde ""Naukšēni""",34.67,2
Eksāmens matemātikā 9.klasei 9. klase,Špoģu vidusskola,55.31,31
Eksāmens matemātikā 9.klasei 9. klase,Stacijas pamatskola,57.00,8
Eksāmens matemātikā 9.klasei 9. klase,Staiceles pamatskola,54.95,14
Eksāmens matemātikā 9.klasei 9. klase,Stāķu pamatskola,56.44,6
Eksāmens matemātikā 9.klasei 9. klase,Stalbes pamatskola,39.69,13
Eksāmens matemātikā 9.klasei 9. klase,Staļģenes vidusskola,49.65,17
Eksāmens matemātikā 9.klasei 9. klase,Stelpes pamatskola,60.38,7
Eksāmens matemātikā 9.klasei 9. klase,Stopiņu pamatskola,62.10,7
Eksāmens matemātikā 9.klasei 9. klase,Straupes pamatskola,47.50,8
Eksāmens matemātikā 9.klasei 9. klase,Strautiņu pamatskola,47.20,10
Eksāmens matemātikā 9.klasei 9. klase,Strenču pamatskola,30.55,11
Eksāmens matemātikā 9.klasei 9. klase,Suntažu vidusskola,38.42,16
Eksāmens matemātikā 9.klasei 9. klase,Sūnu pamatskola,53.74,13
Eksāmens matemātikā 9.klasei 9. klase,Sventes vidusskola,65.60,5
Eksāmens matemātikā 9.klasei 9. klase,Svētes pamatskola,32.40,10
Eksāmens matemātikā 9.klasei 9. klase,"Tālmācības vidusskola ""Rīgas 1. vidusskola""",40.10,105
Eksāmens matemātikā 9.klasei 9. klase,"Tālmācības vidusskola ""Rīgas Komercskola""",47.73,65
Eksāmens matemātikā 9.klasei 9. klase,Talsu 2. vidusskola,48.16,82
Eksāmens matemātikā 9.klasei 9. klase,Talsu Kristīgā vidusskola,58.17,27
Eksāmens matemātikā 9.klasei 9. klase,Talsu novada vidusskola,41.71,7
Eksāmens matemātikā 9.klasei 9. klase,Talsu pamatskola,37.28,25
Eksāmens matemātikā 9.klasei 9. klase,Talsu Valsts ģimnāzija,50.69,64
Eksāmens matemātikā 9.klasei 9. klase,Tārgales pamatskola,63.42,16
Eksāmens matemātikā 9.klasei 9. klase,Taurupes pamatskola,32.00,4
Eksāmens matemātikā 9.klasei 9. klase,Teteles pamatskola,52.48,11
Eksāmens matemātikā 9.klasei 9. klase,Tilžas vidusskola,62.40,5
Eksāmens matemātikā 9.klasei 9. klase,Tirzas pamatskola,40.00,10
Eksāmens matemātikā 9.klasei 9. klase,Tiskādu vidusskola,54.58,15
Eksāmens matemātikā 9.klasei 9. klase,Torņakalna Privātā vidusskola,55.83,8
Eksāmens matemātikā 9.klasei 9. klase,Trikātas pamatskola,45.33,7
Eksāmens matemātikā 9.klasei 9. klase,Tukuma 2. vidusskola,39.40,58
Eksāmens matemātikā 9.klasei 9. klase,Tukuma 3. pamatskola,38.67,24
Eksāmens matemātikā 9.klasei 9. klase,Tukuma E. Birznieka-Upīša 1. pamatskola,49.70,22
Eksāmens matemātikā 9.klasei 9. klase,Tukuma Raiņa Valsts ģimnāzija,63.80,67
Eksāmens matemātikā 9.klasei 9. klase,Tumes pamatskola,26.07,9
Eksāmens matemātikā 9.klasei 9. klase,Turlavas pamatskola,71.26,9
Eksāmens matemātikā 9.klasei 9. klase,Ugāles vidusskola,50.74,18
Eksāmens matemātikā 9.klasei 9. klase,Ulbrokas vidusskola,51.52,77
Eksāmens matemātikā 9.klasei 9. klase,Umurgas pamatskola,49.83,8
Eksāmens matemātikā 9.klasei 9. klase,Universum mūzikas un mākslas vidusskola,36.86,14
Eksāmens matemātikā 9.klasei 9. klase,Užavas pamatskola,44.95,7
Eksāmens matemātikā 9.klasei 9. klase,Uzvaras pamatskola,57.58,11
Eksāmens matemātikā 9.klasei 9. klase,V. Plūdoņa Kuldīgas vidusskola,47.77,58
Eksāmens matemātikā 9.klasei 9. klase,Vaboles vidusskola,62.27,10
Eksāmens matemātikā 9.klasei 9. klase,Vaiņodes vidusskola,40.99,23
Eksāmens matemātikā 9.klasei 9. klase,Valdemārpils vidusskola,47.91,15
Eksāmens matemātikā 9.klasei 9. klase,Valkas Jāņa Cimzes ģimnāzija,44.41,46
Eksāmens matemātikā 9.klasei 9. klase,Valles pamatskola,57.71,7
Eksāmens matemātikā 9.klasei 9. klase,Valmieras 2. vidusskola,45.65,38
Eksāmens matemātikā 9.klasei 9. klase,Valmieras 5. vidusskola,46.00,22
Eksāmens matemātikā 9.klasei 9. klase,Valmieras Pārgaujas Valsts ģimnāzija,51.95,114
Eksāmens matemātikā 9.klasei 9. klase,Valmieras Valsts ģimnāzija,65.98,74
Eksāmens matemātikā 9.klasei 9. klase,Valmieras Viestura vidusskola,51.62,56
Eksāmens matemātikā 9.klasei 9. klase,Vānes pamatskola,46.22,3
Eksāmens matemātikā 9.klasei 9. klase,Vangažu vidusskola,50.48,36
Eksāmens matemātikā 9.klasei 9. klase,Varakļānu vidusskola,57.17,24
Eksāmens matemātikā 9.klasei 9. klase,Variņu pamatskola,46.48,7
Eksāmens matemātikā 9.klasei 9. klase,Vārkavas vidusskola,37.70,11
Eksāmens matemātikā 9.klasei 9. klase,Vārmes pamatskola,61.00,4
Eksāmens matemātikā 9.klasei 9. klase,Vecpiebalgas vidusskola,37.39,23
Eksāmens matemātikā 9.klasei 9. klase,Vecsaules pamatskola,34.58,16
Eksāmens matemātikā 9.klasei 9. klase,Vecumnieku vidusskola,56.80,30
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 1. pamatskola,44.17,24
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 2. pamatskola,39.33,14
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 2. vidusskola,55.08,39
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 3. pamatskola,50.25,16
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 4. vidusskola,61.49,60
Eksāmens matemātikā 9.klasei 9. klase,Ventspils 6. vidusskola,44.68,39
Eksāmens matemātikā 9.klasei 9. klase,Ventspils Pārventas pamatskola,38.50,24
Eksāmens matemātikā 9.klasei 9. klase,Ventspils Valsts 1. ģimnāzija,69.64,56
Eksāmens matemātikā 9.klasei 9. klase,Verēmu pamatskola,65.22,12
Eksāmens matemātikā 9.klasei 9. klase,Vērgales pamatskola,55.60,10
Eksāmens matemātikā 9.klasei 9. klase,Vestienas pamatskola,48.00,3
Eksāmens matemātikā 9.klasei 9. klase,Viduču pamatskola,48.33,8
Eksāmens matemātikā 9.klasei 9. klase,Viesītes vidusskola,54.99,33
Eksāmens matemātikā 9.klasei 9. klase,Viļakas Valsts ģimnāzija,44.56,12
Eksāmens matemātikā 9.klasei 9. klase,Viļānu vidusskola,40.78,36
Eksāmens matemātikā 9.klasei 9. klase,Vilces pamatskola,49.21,11
Eksāmens matemātikā 9.klasei 9. klase,Vīpes pamatskola,44.67,4
Eksāmens matemātikā 9.klasei 9. klase,Vircavas vidusskola,47.27,20
Eksāmens matemātikā 9.klasei 9. klase,Z.A. Meierovica Kabiles pamatskola,40.59,9
Eksāmens matemātikā 9.klasei 9. klase,Zaļenieku komerciālā un amatniecības vidusskola,48.89,12
Eksāmens matemātikā 9.klasei 9. klase,Zantes pamatskola,42.00,10
Eksāmens matemātikā 9.klasei 9. klase,Zasas vidusskola,29.05,14
Eksāmens matemātikā 9.klasei 9. klase,Zaubes pamatskola,37.33,6
Eksāmens matemātikā 9.klasei 9. klase,Zemgales vidusskola,39.03,29
Eksāmens matemātikā 9.klasei 9. klase,Zemgales vidusskola,47.88,11
Eksāmens matemātikā 9.klasei 9. klase,Zentas Mauriņas Grobiņas vidusskola,48.38,92
Eksāmens matemātikā 9.klasei 9. klase,Ziemeļvalstu ģimnāzija,54.73,86
Eksāmens matemātikā 9.klasei 9. klase,Ziemeru pamatskola,46.96,9
Eksāmens matemātikā 9.klasei 9. klase,Žīguru pamatskola,50.00,2
Eksāmens matemātikā 9.klasei 9. klase,Zilupes vidusskola,43.20,15
Eksāmens matemātikā 9.klasei 9. klase,Zirņu pamatskola,48.30,9
Eksāmens matemātikā 9.klasei 9. klase,Zūru pamatskola,47.75,21
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Ādažu vidusskola,77.78,14
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Aizkraukles novada vidusskola,65.53,13
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Baložu vidusskola,74.73,17
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Biķernieku pamatskola,50.12,8
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavgrīvas cietums,51.34,9
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 10. vidusskola,70.22,54
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 11. pamatskola,45.26,17
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 13. vidusskola,66.44,68
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 15. vidusskola,65.01,70
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 16. vidusskola,71.95,47
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 17. vidusskola,61.41,14
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 3. vidusskola,71.37,66
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils 9. vidusskola,73.88,53
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils Centra vidusskola,68.63,40
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils Saskaņas pamatskola,73.15,26
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Daugavpils Tehnoloģiju vidusskola - licejs,79.12,58
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Emīla Dārziņa mūzikas skola,72.45,12
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Ilūkstes Raiņa vidusskola,60.24,8
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",69.84,7
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,J. Raiņa Daugavpils 6. pamatskola,63.51,16
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,J.G.Herdera Rīgas Grīziņkalna vidusskola,60.36,70
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jankas Kupalas Rīgas Baltkrievu pamatskola,81.39,10
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jaunogres vidusskola,65.53,60
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jēkabpils 2. vidusskola,68.77,42
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jelgavas 5. vidusskola,68.47,42
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jelgavas Pārlielupes pamatskola,63.82,54
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jūrmalas Jaundubultu vidusskola,67.35,34
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jūrmalas Kauguru vidusskola,73.86,50
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Jūrmalas Mežmalas vidusskola,57.80,35
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Kaunatas vidusskola,53.82,8
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Krāslavas Varavīksnes vidusskola,66.13,39
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Lāču pamatskola,58.33,9
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Latvijas Zinātņu tālmācības vidusskola,70.66,30
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Laucesas pamatskola,63.73,6
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Liepājas 3. pamatskola,74.79,24
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Liepājas 7. vidusskola,65.94,63
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Liepājas 8. vidusskola,63.02,17
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Liepājas Liedaga vidusskola,77.46,68
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Liepu pamatskola,66.57,5
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Līvānu 2. vidusskola,63.99,9
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Ludzas 2. vidusskola,80.36,14
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Maltas vidusskola,66.26,18
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Olaines 2. vidusskola,64.08,67
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Preiļu 2. vidusskola,66.96,16
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Privātā pamatskola ""Maksima""",67.59,2
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Privātā Rīgas Tehnolingvistiskā ģimnāzija,70.37,2
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Privātā vidusskola ""INNOVA""",75.23,4
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Privātā vidusskola ""Klasika""",79.54,5
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Privātā vidusskola ""Templum""",74.07,1
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,"Privātskola ""Latreia""",82.02,12
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Puškina licejs,69.76,46
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Randenes pamatskola,58.27,7
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rēzeknes 2. vidusskola,66.75,45
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rēzeknes 3. vidusskola,71.67,35
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rēzeknes 4. vidusskola,67.01,19
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rēzeknes 6. pamatskola,72.65,63
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rēzeknes pamatskola-attīstības centrs,56.64,3
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 10. vidusskola,73.30,60
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 13. vidusskola,72.78,55
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 15. vidusskola,80.31,13
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 18. vidusskola,54.81,5
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 21. vidusskola,69.82,38
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 22. vidusskola,70.81,52
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 33. vidusskola,72.83,49
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 34. vidusskola,75.09,108
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 40. vidusskola,69.20,69
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 46. vidusskola,63.44,32
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 51. vidusskola,73.19,40
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 63. vidusskola,66.75,46
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 65. pamatskola,68.26,20
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 66. vidusskola,68.15,5
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 71. vidusskola,68.33,46
Eksāmens mazākumtautības valodā 9.klasei (krievu) 9. klase,Rīgas 72. vidusskola,62.95,98
