Novads/republikas pilsēta,Iestādes reģistrācijas Nr.,Iestādes nosaukums,Iestādes veids,Iestādes tips,Pakļautība,Adreses ATVK kods,Pedagogu skaits (unikālie PK),"Pedagoģisko amatu vietu skaits, no tiem:",Arodmācības skolotājs/amatmācības skolotājs,Direktora vietnieks (izglītības jomā),Direktors (izglītības jomā),Diriģents,Horeogrāfs,Interešu izglītības skolotājs,"Internāta, dienesta viesnīcas skolotājs",Izglītības iestādes bibliotekārs,Izglītības iestādes bibliotekārs (ceturtā un trešā līmeņa kvalifikācija),Izglītības iestādes muzeju pedagogs,Izglītības metodiķis,Izglītības psihologs,Koncertmeistars,Pagarinātās dienas grupas skolotājs,Pamatdarbības struktūrvienības vadītāja vietnieks/ direktora vietnieks (izglītības jomā),Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (izglītības jomā),Pedagoga palīgs,Pedagogs karjeras konsultants,Pirmsskolas izglītības metodiķis,Pirmsskolas izglītības mūzikas skolotājs,Pirmsskolas izglītības skolotājs,Pirmsskolas izglītības sporta skolotājs,Profesionālās ievirzes skolotājs,Profesionālās izglītības skolotājs,Sākumizglītības skolotājs,Skolas direktora vietnieks,Skolas direktors,Skolotājs baleta mākslinieks,Skolotājs logopēds,Skolotājs mentors,Sociālais pedagogs,Speciālais pedagogs,Speciālās izglītības skolotājs,Sporta organizators,Sporta treneris,Sporta treneris ,Vadītāja vietnieks (izglītības jomā),Vadītāja vietnieks/direktora vietnieks (izglītības jomā),Vadītājs (izglītības jomā),Vadītājs/direktors (izglītības jomā),Vispārējās pamatizglītības skolotājs,Vispārējās vidējās izglītības skolotājs
SĒJAS NOVADS,4312901114,Sējas pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,809200,20,32,,,,,,4,,1,,,,,,5,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,19,
SĒJAS NOVADS,4316001068,Murjāņu sporta ģimnāzija,Vispārējās izglītības iestāde,Ģimnāzija,Izglītības un zinātnes ministrija,809200,82,102,,1,,,,,13,1,,,,2,,,2,2,,,,,,,,,,,,,,2,,,,,11,25,,2,,,2,39
SIGULDAS NOVADS,4301802365,Siguldas Valdorfa pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,801615,3,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,
SIGULDAS NOVADS,4301802679,"Privātā pirmsskolas izglītības iestāde ""Pumpurdārzs""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,801615,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
SIGULDAS NOVADS,4301803206,"Privātā pirmsskolas izglītības iestāde ""Kā azotē""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,801615,5,7,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,1,,,,
SIGULDAS NOVADS,4301803219,"Harmoniskas attīstības pirmsskola ""ESME""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,801615,3,3,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
SIGULDAS NOVADS,4301803280,"Pirmsskolas izglītības iestāde ""Sirdsapziņas skola""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,801694,5,5,,,,,,,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,
SIGULDAS NOVADS,4301902008,"Siguldas novada Siguldas pagasta pirmsskolas izglītības iestāde ""Saulīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801694,25,25,,,,,,,,,,,,,,,,,,,,1,20,1,,,,,,,1,,,,,,,,,1,,1,,
SIGULDAS NOVADS,4301902025,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Ābelīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801615,26,28,,,,,,,,,,,,,,,,,,,,1,23,1,,,,,,,1,,,,,,,,,1,,1,,
SIGULDAS NOVADS,4301902054,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Pīlādzītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801615,17,17,,,,,,,,,,,,,,,,,,,,1,12,1,,,,,,,1,,,,,,,,1,,,1,,
SIGULDAS NOVADS,4301902832,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Ieviņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801615,17,18,,,,,,,,,,,,,,,,,,,,1,13,1,,,,,,,1,,,,,,,,,1,,1,,
SIGULDAS NOVADS,4301902991,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Pasaciņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801615,17,17,,,,,,,,,,,,,,,,,,,,1,11,1,,,,,,,1,,,1,,,,,,1,,1,,
SIGULDAS NOVADS,4301903211,"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Tornīši""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,801615,29,32,,,,,,,,,,,,,,,,,,,1,2,25,1,,,,,,,1,,,,,,,,,1,,1,,
SIGULDAS NOVADS,4311902928,Laurenču sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,801615,44,50,,1,,,,8,1,1,,,,1,,2,,,1,,,,,,,,14,1,,,1,,1,,,,,,,,,1,17,
SIGULDAS NOVADS,4312900327,Mores pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,801666,23,36,,1,,,,2,,,,,,,,3,,,1,,,1,3,1,,,3,,1,,1,,1,,1,,,,,1,,,16,
SIGULDAS NOVADS,4312901089,Siguldas 1. pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,801615,44,51,,,,,,7,,1,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,,3,,,36,
SIGULDAS NOVADS,4312901109,Allažu pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,801642,29,42,,,,,,5,,1,,,,,1,,,,1,,,2,8,2,,,,1,1,,1,,1,,,,,,,2,,,16,
SIGULDAS NOVADS,4313902863,Siguldas pilsētas vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,801615,88,128,,1,,,,18,,3,,,1,1,,17,,,,,,,,,,,1,5,1,,1,,1,1,,,,,,,,,55,22
SIGULDAS NOVADS,4319901124,Siguldas Valsts ģimnāzija,Vispārējās izglītības iestāde,Valsts ģimnāzija,Pašvaldība ,801615,55,61,,,,,,6,,1,,,,1,1,,,,,,,,,,,,,3,,,,,1,,,,,,,1,,1,6,40
SKRĪVERU NOVADS,4501901711,"Skrīveru novada pirmsskolas izglītības iestāde ""Sprīdītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,328200,17,18,,,,,,,,,,,,,,,,,,,1,1,11,1,,,,,,,2,,,,1,,,,,,,1,,
SKRĪVERU NOVADS,4501902670,"Skrīveru novada pirmsskolas izglītības iestāde ""Saulēni""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,328200,5,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,1,,
SKRĪVERU NOVADS,4513900975,Andreja Upīša Skrīveru vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,328200,48,70,,1,,,,15,,1,,,,2,,,,,,,,,,,,,,,,,1,,1,1,,,,,,4,,1,35,8
SKRUNDAS NOVADS,4101901442,"Skrundas novada pašvaldības Skrundas pirmsskolas izglītības iestāde ""Liepziediņš""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,621209,20,21,,,,,,,,,,,,,,,,,,,,1,14,1,,,,,,,1,,,,1,,,,,2,,1,,
SKRUNDAS NOVADS,4112901185,Nīkrāces pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,621268,16,30,,,,,,5,,1,,,,,,3,,,,,,1,3,1,,,,,1,,1,,,1,,,,,,1,,,11,1
SKRUNDAS NOVADS,4113901187,Skrundas vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,621209,44,58,,,,,,8,,1,,,,1,,,,,,,,1,5,1,,,,3,1,,1,,1,,,,,,,,,,13,22
SMILTENES NOVADS,4401901433,Palsmanes pagasta pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,941674,13,14,,,,,,,,,,,,,,,,1,,,,1,10,1,,,,,,,1,,,,,,,,,,,,,
SMILTENES NOVADS,4401902699,"Smiltenes pilsētas pirmsskolas izglītības iestāde ""Pīlādzītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,941615,37,37,,,,,,,,,,,2,,,,,,,,,,32,1,,,,,,,1,,,,,,,,,,,1,,
SMILTENES NOVADS,4411901211,Launkalnes sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,941670,12,17,,,,,,,,,,,,,,3,,,,,,1,6,,,,,1,1,,,,,,,,,,,,,,5,
SMILTENES NOVADS,4412901209,Blomes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941646,23,32,,,,,,,,,,,1,1,,4,,,,,,1,6,,,,,1,1,,1,,,,,,,,,,,,16,
SMILTENES NOVADS,4412901216,Bilskas pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941644,16,19,,,,,,,,,,,,,,,,,,,,1,4,,,,,,1,,,,,,,,,,,,,,13,
SMILTENES NOVADS,4412901218,Palsmanes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941674,28,30,,,,,,,2,,,,,2,,,,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,21,1
SMILTENES NOVADS,4412901219,Variņu pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941690,19,23,,,,,,,,,,,1,,,,,,,,,1,4,,,,1,,1,,,,,,,,,,,1,,,14,
SMILTENES NOVADS,4412901221,Grundzāles pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941658,23,30,,,,,,,,,,,,1,,4,,,,,,1,4,,,,1,1,1,,1,,,1,,,,,,1,,,14,
SMILTENES NOVADS,4413903133,Smiltenes vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,941615,101,113,,,,,,4,1,5,,,2,2,,,,,1,,1,3,15,1,,,,,1,,3,,,,,,,,,6,,,34,34
SMILTENES NOVADS,4422900893,Smiltenes novada speciālā pamatskola,Speciālās izglītības iestāde,Speciālā pamatskola,Pašvaldība ,941674,31,57,,,,,,,17,1,,,,1,,,,,3,1,,1,3,1,,,,3,1,,1,,,,24,,,,,,,,,
SMILTENES NOVADS,4434002982,Smiltenes tehnikums,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās izglītības kompetences centrs,Izglītības un zinātnes ministrija,941680,108,145,,,,,,11,9,,,,4,1,,,,5,,,,,,,,77,,,1,,,,1,,,2,,,,2,,,,32
STOPIŅU NOVADS,4301901902,"Stopiņu novada Domes pirmsskolas izglītības iestāde ""Pienenīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,809600,48,49,,,,,,1,,,,,,1,1,,,,,,,3,34,2,,,,,,,3,,,1,,,,,,2,,1,,
STOPIŅU NOVADS,4311903380,Upesleju sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,809600,34,45,,1,1,,,3,,1,,,,2,,3,,,1,,1,2,17,1,,,,,,,4,,1,1,,,,,,,,,6,
STOPIŅU NOVADS,4312901128,Stopiņu pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,809600,37,53,,1,1,,,12,,1,,,,1,,,,,,,1,1,13,1,,,4,,,,3,,1,,,,,,,,,,12,1
STOPIŅU NOVADS,4313901107,Ulbrokas vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,809600,91,149,,,,,,23,,2,,,16,2,2,16,,,11,,,,,,,,7,6,1,,2,,3,2,,,,,,,,,24,32
STOPIŅU NOVADS,4322901127,Gaismas pamatskola,Speciālās izglītības iestāde,Speciālā pamatskola,Pašvaldība ,809600,51,101,,1,,,,4,37,1,,,,1,,,,,13,,,,,,,3,,1,1,,1,,1,11,26,,,,,,,,,
STRENČU NOVADS,4401901408,"Strenču novada pirmsskolas izglītības iestāde ""Minkāns""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,941817,17,17,,,,,,,,,,,,,,,,,,,1,2,10,1,,,,,,,1,,1,,,,,,,,,1,,
STRENČU NOVADS,4412903362,Strenču pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,941817,36,43,,1,,,,5,,3,,,1,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,29,
TALSU NOVADS,4101901560,"Talsu pirmsskolas izglītības iestāde ""Saulīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880201,18,19,,,,,,,,,,,,,,,,,,,,2,12,2,,,,,,,1,,,,,,,,,1,,1,,
TALSU NOVADS,4101901580,"Talsu pirmsskolas izglītības iestāde ""Zvaniņš""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880201,17,17,,,,,,,,,,,,,,,,,,,,1,12,1,,,,,,,1,,,,,,,,,1,,1,,
TALSU NOVADS,4101901583,"Vandzenes pirmsskolas izglītības iestāde ""Zīlīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880294,12,13,,,,,,,,,,,,,,,,,,,1,1,8,1,,,,,,,1,,,,,,,,,,,1,,
TALSU NOVADS,4101901584,"Talsu pirmsskolas izglītības iestāde ""Sprīdītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880201,33,34,,,,,,,,,,,,1,,,,,,,,3,24,2,,,,,,,2,,,,,,,,,1,,1,,
TALSU NOVADS,4101901585,"Laucienes pirmsskolas izglītības iestāde ""Bitīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880270,9,10,,,,,,,,,,,,,,,,,,,,1,6,1,,,,,,,1,,,,,,,,,,,1,,
TALSU NOVADS,4101901587,"Valdemārpils pirmsskolas izglītības iestāde ""Saulstariņš""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880217,17,18,,,,,,,,,,,,,,,,,,,,1,13,1,,,,,,,1,,,,,,,,,1,,1,,
TALSU NOVADS,4101901589,"Laidzes pirmsskolas izglītības iestāde ""Papardīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880268,11,12,,,,,,,,,,,1,,,,,,,,,1,7,1,,,,,,,1,,,,,,,,,,,1,,
TALSU NOVADS,4101901593,"Talsu pirmsskolas izglītības iestāde ""Pīlādzītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880201,30,30,,,,,,,,,,,,1,,,,,,,,2,22,1,,,,,,,2,,,,,,,,,1,1,,,
TALSU NOVADS,4101901640,"Pastendes pirmsskolas izglītības iestāde ""Ķipars""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880254,20,20,,,,,,,,,,,,,,,,,,,,2,14,1,,,,,,,1,,,,,,,,,1,,1,,
TALSU NOVADS,4101901986,"Sabiles pirmskolas izglītības iestāde ""Vīnodziņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880213,15,15,,,,,,,,,,,,,,,,,,,1,1,10,1,,,,,,,1,,,,,,,,,,,1,,
TALSU NOVADS,4101903407,"Talsu pirmsskolas izglītības iestāde ""Kastanītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,880201,16,17,,,,,,,,,,,1,1,,,,,,,,,10,1,,,,,,,2,,,,1,,,,,,,1,,
TALSU NOVADS,4111900602,Lībagu sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,880272,21,29,,,,,,3,,,,,,,,,,,,,1,1,9,1,,,,,1,,2,,1,,,,,,,,,,10,
TALSU NOVADS,4111903325,Virbu sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,880296,13,26,,,,,,6,,,,,,,,4,,,,,1,1,6,1,,,,,1,,1,,1,,,,,,,,,,4,
TALSU NOVADS,4112900593,Talsu pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880201,42,53,,,,,,7,,1,,,,1,,,,,,,,,,,,,,2,1,,1,,1,,,,,,,,,,39,
TALSU NOVADS,4112900594,Laucienes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880270,29,45,,,,,,8,,,,,,1,1,6,,,,,1,1,4,1,,,,,1,,1,,1,,,,,,,1,,,18,
TALSU NOVADS,4112900595,Pastendes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880254,24,30,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,1,,,21,
TALSU NOVADS,4112900610,Stendes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880215,28,39,,,,,,8,,,,,,,,,,,,,1,1,8,1,,,3,,,,2,,1,1,,,,,,,,,13,
TALSU NOVADS,4112900612,Pūņu pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880292,22,35,,,,,,7,,1,,,,,,2,,,,,1,1,7,1,,,,,,,1,,,,,,,,,,,1,13,
TALSU NOVADS,4112903179,Sabiles pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,880213,21,30,,1,,,,5,,1,,,,,1,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,18,
TALSU NOVADS,4113801678,Talsu Kristīgā vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Juridiska vai fiziska persona,880201,24,32,,1,,,,,,,,,,,,3,,,1,,,,,,,,1,2,1,,,,,,,,,,,,,,9,14
TALSU NOVADS,4113900616,Valdemārpils vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,880217,33,45,,,,,,3,,2,,,1,1,,2,,,4,,,,,,,,,2,1,,1,,1,,,,,,,,,,19,8
TALSU NOVADS,4113900617,Talsu 2. vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,880201,76,91,,,,,,10,,2,,,,2,,,,,3,,,,,,,,,,1,,2,,1,1,,,,,,5,,,40,24
TALSU NOVADS,4113903381,Talsu novada vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,880201,18,21,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,2,15
TALSU NOVADS,4119902544,Talsu Valsts ģimnāzija,Vispārējās izglītības iestāde,Valsts ģimnāzija,Pašvaldība ,880201,66,108,,2,,,,6,,1,,,1,1,1,5,,,1,,,,,,,,,2,1,,2,,1,,,,,,,,,,53,31
TALSU NOVADS,4122901278,Upesgrīvas pamatskola,Speciālās izglītības iestāde,Speciālā pamatskola,Pašvaldība ,880294,25,56,,,,,,6,13,,,,,1,,,,,7,,,,,,,9,,,1,,,,1,,,,,,,2,,,16,
TĒRVETES NOVADS,4512903043,Annas Brigaderes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,468988,35,54,,,,,,14,,1,,,,,,4,,,,,1,1,13,1,,,,,1,,1,,,,,,,,,1,,,16,
TĒRVETES NOVADS,4512903390,Augstkalnes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,468944,29,50,,3,1,,,10,,1,,,,,,4,,,,,1,1,7,,,,,,,,1,,,,,,,,,,,,21,
TUKUMA NOVADS,4301802294,Tukuma alternatīvā pirmskola,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,900201,4,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,
TUKUMA NOVADS,4301803389,"Pirmsskolas izglītības iestāde ""Tukuma Tautskola""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,900201,3,5,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,1,,,
TUKUMA NOVADS,4301900396,"Tukuma pirmsskolas izglītības iestāde ""Pasaciņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,33,33,,,,,,,,,,,,,,,,,,,,1,28,1,,,,,,,1,,,,,,,,,1,,1,,
TUKUMA NOVADS,4301900397,"Tukuma pirmsskolas izglītības iestāde ""Vālodzīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,30,30,,,,,,,,,,,,,,,,,,,,2,22,1,,,,,,,2,,,1,,,,,1,,,1,,
TUKUMA NOVADS,4301900399,"Slampes pirmsskolas izglītības iestāde ""Pienenīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900280,13,14,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,1,,,,,,,,,1,,1,,
TUKUMA NOVADS,4301900404,"Pūres pirmsskolas izglītības iestāde ""Zemenīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900274,10,21,,,,,,,,,,,,,,,,,,,,2,8,8,,,,,,,1,,,,,,,,,1,,1,,
TUKUMA NOVADS,4301902892,"Tukuma pirmsskolas izglītības iestāde ""Karlsons""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,17,17,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,1,,,,,,,,,1,,1,,
TUKUMA NOVADS,4301902930,"Tukuma pirmsskolas izglītības iestāde ""Pepija""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,19,20,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,1,,,,,,,,,1,,1,,
TUKUMA NOVADS,4301903131,"Tukuma pirmsskolas izglītības iestāde ""Lotte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,10,10,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,1,,,,,,,,,,1,,,
TUKUMA NOVADS,4301903328,"Tukuma pirmsskolas izglītības iestāde ""Taurenītis""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,900201,9,9,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,,,,,,,,,,,,
TUKUMA NOVADS,4311900233,Sēmes sākumskola,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Pašvaldība ,900278,17,26,,,,,,5,,,,,,,,,,,,,,1,9,1,,,6,,,,2,,,,,,,,,1,,1,,
TUKUMA NOVADS,4312900227,Pūres pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900274,34,53,,,,,,9,,1,,,,1,,,,,,,,1,6,2,,,,1,,,2,,1,1,,,,,1,,,1,26,
TUKUMA NOVADS,4312900232,Tukuma E. Birznieka-Upīša 1. pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900201,34,47,,1,,,,9,,1,,,,1,,,,,,,,,,,,,,1,1,,1,,1,1,,,,,,,,,30,
TUKUMA NOVADS,4312900235,Džūkstes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900248,19,27,,,,,,4,,,,,,,,,,,,,,1,5,1,,,,,,,1,,,,,,,,,1,,1,13,
TUKUMA NOVADS,4312900238,Tukuma 3. pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900201,30,46,,,,,,6,,1,,,,,,3,,,2,,,1,5,1,,,,1,1,,1,,1,1,,,,,,,,,22,
TUKUMA NOVADS,4312902393,Tukuma 2. pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900201,52,69,,,,,,12,,2,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,4,,,47,
TUKUMA NOVADS,4312903217,Irlavas pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900254,25,37,,,,,,6,,1,,,,1,,2,,,,,,,4,1,,,,1,1,,1,,,,,,,,,1,,,18,
TUKUMA NOVADS,4312903286,Tumes pamatskola,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Pašvaldība ,900284,36,50,,,,,,7,,1,,,,2,,,,,6,,,1,4,1,,,,1,1,,1,,1,1,,,,,,,,,23,
TUKUMA NOVADS,4313900224,Tukuma 2. vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,900201,68,95,,,,,,18,,1,,,,1,,5,,,2,,,,,,,,3,,,,2,,1,,,,,,,5,,1,18,38
TUKUMA NOVADS,4313900250,Zemgales vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,900280,43,63,,,,,,16,1,1,,,,1,,2,,,,,,,,,,,,3,1,,1,,1,,,,,,,,,,16,20
TUKUMA NOVADS,4316902392,Tukuma Raiņa ģimnāzija,Vispārējās izglītības iestāde,Ģimnāzija,Pašvaldība ,900201,37,53,,,,,,7,1,2,,,1,1,,,,,,,,,,,,,,4,1,,,,,,,,,,,1,,,3,32
TUKUMA NOVADS,4322903223,Tukuma novada speciālās izglītības iestāde,Speciālās izglītības iestāde,Speciālā pamatskola,Pašvaldība ,900274,75,118,,1,,,,6,20,2,,,1,1,,,,,10,,,1,7,1,,,,1,1,,5,,2,1,55,,,,,3,,,,
VAIŅODES NOVADS,4101901763,"Vaiņodes novada pirmsskolas izglītības iestāde ""Zīlīte""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Pašvaldība ,649392,15,17,,,,,,2,,,,,,,,,,,,,1,1,10,1,,,,,,,1,,,,,,,,,,,1,,
VAIŅODES NOVADS,4113900999,Vaiņodes vidusskola,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Pašvaldība ,649392,33,47,,,,,,6,,1,,,,1,,1,,,,,,,,,,,1,3,1,,1,,2,,2,,,,,,,,9,19
VALKAS NOVADS,4401801446,"Valkas-Lugažu evaņģēliski luteriskās draudzes pirmsskolas izglītības iestāde ""Gaismiņa""",Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Juridiska vai fiziska persona,940201,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,
